Wind Speed (m/s),Theoretical_Power_Curve (KWh),Wind Direction (°),Weather Condition,Energy (j)
12.19845963,3549.493563,196.6125031,Rainy,1274.192993
12.1217804,3539.630082,196.1728058,Rainy,1331.803955
11.9162302,3508.318735,192.2745056,Cloudy,3603.394043
12.22947979,3553.210301,192.2713013,Rainy,3603.468994
12.07847977,3533.629797,192.3161011,Cloudy,3603.320068
12.63879967,3588.04724,197.6795959,Windy,2358.170898
12.36425972,3567.563505,203.411499,Rainy,18.63600922
12.87384987,3596.626956,198.5821991,Rainy,3569.281982
13.49147987,3600,199.1398926,Cloudy,3599.916992
13.37096024,3600,196.9474945,Rainy,3601.12207
12.84239006,3595.945008,197.486496,Cloudy,3589.821045
13.49781036,3600,200.4994965,Windy,3602.635986
12.50599957,3579.577728,198.4723053,Rainy,3576.406006
13.28374004,3600,199.8616028,Sunny,3602.397949
14.11594963,3600,201.9163971,Windy,3602.822021
14.68612957,3600,201.8706055,Cloudy,3603.180908
14.57304001,3600,198.8742065,Windy,3603.4021
14.07341957,3600,198.3267975,Rainy,3603.23291
12.95011997,3597.690744,199.5431976,Sunny,3592.784912
13.32509995,3600,203.5422974,Windy,3601.272949
13.10575962,3600,204.0444946,Cloudy,3603.299072
12.77880001,3594.129535,206.3952942,Rainy,3570.888916
12.13766956,3541.753594,205.9770966,Sunny,3458.043945
11.79759979,3486.907734,203.2714996,Windy,3370.75
12.14138031,3542.243494,204.283493,Cloudy,3374.166016
12.04458046,3528.71276,204.6517944,Rainy,3447.155029
12.58076,3584.672815,206.0720978,Rainy,3577.974121
12.43120956,3573.626305,207.7525024,Sunny,3561.218994
12.31301975,3562.44782,207.2962036,Sunny,3530.797119
11.92658043,3510.068891,206.3276062,Windy,3386.288086
11.21467018,3343.084352,207.622406,Cloudy,3016.217041
10.63574982,3128.083318,209.1362,Rainy,2835.499023
10.7528801,3178.030751,208.9882965,Rainy,2918.831055
10.78201008,3189.921539,210.6681976,Sunny,2852.823975
10.76632023,3183.542902,214.1759949,Windy,2795.666016
10.9633503,3259.348097,211.2480011,Cloudy,2892.680908
10.44326973,3038.305875,211.4571075,Sunny,2712.25
10.31499958,2972.91029,207.5101929,Windy,2731.766113
10.85342026,3218.19648,204.7792969,Cloudy,3046.434082
10.71560001,3162.507148,204.7814026,Rainy,2996.290039
10.75201988,3177.676437,204.0267029,Rainy,2996.059082
10.4693203,3051.033592,203.7722015,Sunny,2866.163086
9.704909325,2594.542052,204.7187042,Windy,2432.169922
10.81188965,3201.902605,203.0511017,Cloudy,3014.375977
11.46415043,3412.834196,204.527298,Rainy,3313.690918
11.38720989,3392.684053,206.2969971,Rainy,3221.571045
11.67296028,3461.67242,202.7832947,Cloudy,3401.85498
11.29660034,3367.410521,202.3410034,Rainy,3309.021973
11.68258953,3463.72424,201.1634064,Cloudy,3422.948975
11.65412045,3457.607817,199.9008026,Windy,3449.416992
11.66711998,3460.419515,198.4178925,Rainy,3456.697021
11.97861958,3518.58614,196.6427002,Sunny,3575.514893
11.24368954,3351.862967,196.2572937,Windy,3218.073975
11.87454033,3501.078942,196.2852936,Cloudy,3472.541992
12.52649975,3581.059305,196.1210022,Windy,3601.845947
12.8698101,3596.547362,195.0263062,Rainy,3592.954102
13.04290009,3600,193.8838959,Sunny,3553.63208
13.38829994,3600,193.953598,Windy,3463.230957
13.62567997,3600,193.6703949,Cloudy,3455.924072
13.81931973,3600,195.3843994,Sunny,3414.837891
14.08403969,3600,192.142395,Windy,3399.080078
14.10758018,3600,190.9942017,Cloudy,3435.975098
13.64091969,3600,192.392395,Rainy,3515.217041
12.72906017,3592.298998,196.8992004,Sunny,3511.4729
13.85383987,3600,193.2106934,Windy,3410.819092
14.33559036,3600,191.5476074,Cloudy,3393.415039
14.28040028,3600,192.4078979,Rainy,3384.553955
14.02970982,3600,193.574295,Rainy,3383.665039
14.00948048,3600,193.3386993,Sunny,3376.096924
13.47552013,3600,194.3282928,Sunny,3342.493896
13.58742046,3600,195.6468048,Windy,3379.246094
13.52974987,3600,197.1911926,Cloudy,3439.553955
13.72811985,3600,196.8896942,Rainy,3502.805908
13.41839981,3600,198.4776001,Rainy,3511.466064
13.69849014,3600,201.2434998,Sunny,3501.498047
13.22169971,3600,199.9006042,Windy,3506.155029
13.55132008,3600,200.5457001,Cloudy,3525.204102
13.58689022,3600,201.3892975,Sunny,3537.735107
13.94941044,3600,202.3121033,Windy,3454.733887
14.71070957,3600,203.1578064,Cloudy,3417.082031
15.1094799,3600,205.3394012,Rainy,3413.0979
14.6164999,3600,206.017807,Rainy,3417.3479
14.50306988,3600,207.1605072,Rainy,3425.706055
14.56007957,3600,206.4432068,Sunny,3466.613037
14.56532955,3600,207.9192963,Windy,3424.865967
13.89834976,3600,205.901001,Cloudy,3430.803955
12.61824989,3586.910167,203.6508026,Rainy,3574.103027
13.62924957,3600,206.0187988,Rainy,3599.269043
13.76931953,3600,205.5901947,Sunny,3588.791016
13.14855957,3600,203.3224945,Sunny,3601.230957
13.17136955,3600,205.3412018,Windy,3602.194092
13.42440033,3600,206.5144043,Cloudy,3593.00708
13.74007034,3600,204.618103,Rainy,3538.520996
14.73404026,3600,202.7998962,Rainy,3427.48999
15.05389977,3600,198.8659973,Sunny,3409.686035
14.98104,3600,197.0839996,Windy,3367.155029
14.73960018,3600,199.9506989,Cloudy,3382.581055
14.06908989,3600,202.9857025,Sunny,3397.214111
13.61635017,3600,204.8968964,Windy,3494.368896
13.33734989,3600,205.0668945,Cloudy,3508.133057
13.08213997,3600,206.1251068,Rainy,3604.131104
12.86320972,3596.412266,203.8240967,Rainy,3603.601074
13.03234959,3600,203.6190948,Sunny,3604.164063
12.64807987,3588.54009,204.1654053,Windy,3600.158936
12.52616024,3581.035289,203.203598,Cloudy,3600.469971
12.53477001,3581.638893,202.8661041,Rainy,3598.520996
12.6147604,3586.710815,204.9580994,Rainy,3558.089111
12.95112991,3597.699256,203.027298,Cloudy,3598.697021
13.30634975,3600,200.5382996,Rainy,3604.187012
12.86425972,3596.434177,206.2216949,Cloudy,3548.512939
12.3830204,3569.33306,206.3137054,Windy,3491.906006
13.15526009,3600,205.5653076,Rainy,3596.51001
12.9461298,3597.65569,202.5534973,Sunny,3589.301025
13.21969032,3600,200.4342041,Windy,3602.760986
13.49596977,3600,197.5809937,Cloudy,3413.165039
14.08242989,3600,197.2528076,Windy,3428.935059
14.3676796,3600,196.2373047,Rainy,3524.471924
13.52556992,3600,195.8802948,Sunny,3603.827881
12.80298996,3594.889298,193.8356018,Windy,3591.924072
13.62913036,3600,204.5281982,Cloudy,1761.264038
16.98160934,3600,185.4763031,Rainy,3462.047119
16.78869057,3600,189.217804,Sunny,3462.009033
15.53783035,3600,191.6949005,Windy,3461.446045
16.36870003,3600,193.1793976,Cloudy,3461.853027
17.65777969,3600,192.3002014,Rainy,3461.645996
18.48111916,3600,191.4481049,Rainy,3462.074951
18.05500031,3600,190.3710022,Cloudy,3461.77002
18.28792953,3600,191.0782013,Rainy,3461.537109
18.38260078,3600,189.4848022,Cloudy,3461.733887
19.37449074,3600,190.8303986,Windy,3461.860107
19.69168091,3600,192.3995972,Rainy,3462.1521
19.40957069,3600,193.321701,Sunny,3462.034912
19.31011963,3600,193.2478943,Windy,3461.687012
19.59973907,3600,194.2807007,Cloudy,3461.366943
20.19400024,3600,197.1486969,Windy,3462.022949
20.36763,3600,195.8437042,Rainy,3461.955078
19.81409073,3600,196.457901,Sunny,3461.930908
19.50760078,3600,198.344696,Windy,3461.738037
19.48295975,3600,200.3744049,Cloudy,3461.709961
18.73879051,3600,201.3110046,Rainy,3496.556885
19.8819294,3600,201.9512024,Sunny,3558.849121
20.07088089,3600,204.9172058,Windy,3461.579102
21.24315071,3600,207.4161072,Cloudy,3461.868896
20.53470993,3600,207.9324036,Rainy,3461.554932
20.91691971,3600,206.7667999,Rainy,3461.797119
20.4184494,3600,206.0666962,Sunny,3461.804932
20.15060997,3600,203.4900055,Sunny,3461.676025
19.64505005,3600,204.9613037,Windy,3461.829102
19.43224907,3600,203.1322937,Cloudy,3461.573975
18.75229073,3600,202.4828033,Rainy,3462.4021
18.65876961,3600,200.9228973,Rainy,3462.187012
19.00008011,3600,198.8462067,Sunny,3462.197021
18.63961029,3600,199.7770996,Windy,3462.677979
17.72001076,3600,197.6566925,Cloudy,3462.535889
18.17152977,3600,196.9848938,Sunny,3462.343994
17.89849091,3600,193.4801025,Windy,3462.434082
16.49188995,3600,188.9479065,Cloudy,3506.219971
17.15225983,3600,189.8367004,Rainy,3601.934082
17.08939934,3600,187.7046051,Rainy,3601.86499
17.82184982,3600,187.9172974,Sunny,3601.250977
19.13524055,3600,190.7241974,Windy,3601.697021
18.92325974,3600,190.0518951,Cloudy,3586.155029
17.8536396,3600,194.2158966,Rainy,3462.025879
18.57298088,3600,199.8576965,Rainy,3462.281982
19.84630013,3600,200.9340057,Cloudy,3462.363037
18.21696091,3600,202.5388947,Rainy,3462.405029
18.01844025,3600,203.6651001,Cloudy,3462.488037
19.36590958,3600,202.3636017,Windy,3499.625977
19.25152016,3600,203.4333954,Rainy,3517.72998
19.53236961,3600,204.7749023,Sunny,3461.861084
17.62495995,3600,209.0334015,Windy,3463.23999
16.41587067,3600,215.233902,Cloudy,3482.512939
18.3517704,3600,217.5576019,Windy,3521.316895
20.43840981,3600,217.4248047,Rainy,3474.2229
20.85214996,3600,219.8014984,Sunny,3475.51001
22.24537086,3600,216.0048981,Windy,3462.580078
20.29846001,3600,210.6750031,Cloudy,3528.508057
17.05084991,3600,206.1087952,Sunny,3462.226074
19.48879051,3600,207.9900055,Windy,3462.379883
17.84968948,3600,208.2897949,Cloudy,3463.230957
20.22448921,3600,211.8538055,Rainy,3463.206055
20.65612984,3600,218.1011963,Sunny,3466.179932
20.0874691,3600,215.0661926,Windy,3474.256104
19.94426918,3600,218.8477936,Cloudy,3472.787109
16.78482056,3600,220.3417053,Rainy,3514.87207
16.04582977,3600,224.2310944,Rainy,3529.697021
14.42018986,3600,241.0874939,Sunny,3319.753906
16.09506989,3600,250.3959045,Sunny,3591.7771
15.80020046,3600,251.4398041,Windy,3577.674072
16.44922066,3600,250.0307007,Cloudy,3596.860107
15.33541965,3600,252.1941986,Rainy,3598.49292
14.12343979,3600,252.1154938,Rainy,3557.106934
12.69962978,3591.044982,258.2987976,Sunny,3405.866943
15.23206997,3600,265.461792,Windy,3587.585938
16.23707962,3600,261.2619019,Cloudy,3594.371094
14.83775043,3600,258.4703064,Sunny,3599.897949
14.93270016,3600,261.5704041,Windy,3597.014893
15.64898968,3600,258.8674927,Cloudy,3601.850098
16.40648079,3600,260.0036011,Rainy,3540.020996
13.89414024,3600,255.341095,Rainy,3569.76001
15.61588955,3600,253.5130005,Rainy,3593.941895
13.70310974,3600,258.1394958,Sunny,3535.891113
14.17959976,3600,253.466095,Windy,3584.248047
13.60112,3600,243.9577942,Cloudy,3555.371094
13.91818047,3600,254.3000031,Rainy,3589.51001
14.39066982,3600,255.364502,Rainy,3600.961914
15.22577953,3600,257.1495972,Sunny,3600.697021
14.82761955,3600,254.4380035,Sunny,3602.504883
13.80550003,3600,254.8930054,Windy,3572.398926
14.90275955,3600,256.7156067,Cloudy,3602.583008
13.1964798,3600,252.6329041,Rainy,3597.179932
12.05463028,3530.190686,255.1735992,Rainy,3514.729004
13.13529968,3600,251.6437988,Sunny,3592.829102
12.91399956,3597.290672,247.7247009,Windy,3593.888916
12.55113029,3582.754844,247.986496,Cloudy,3548.789063
12.75164032,3593.17486,248.3181,Sunny,3582.537109
12.53328991,3581.53593,246.5648041,Windy,3542.118896
13.15808964,3600,244.6950073,Cloudy,3577.816895
13.76875019,3600,246.5924988,Rainy,3584.35791
14.53244972,3600,248.4940948,Rainy,3601.209961
13.7649498,3600,245.1544037,Sunny,3589.062988
12.06826019,3532.167854,242.7144928,Windy,3272.968018
11.70503998,3468.440982,238.0464935,Cloudy,3276.88208
12.57993031,3584.620911,234.8480988,Rainy,3576.329102
14.23153019,3600,230.4600983,Rainy,3602.966064
14.92024994,3600,227.3968964,Cloudy,3602.7771
15.41843033,3600,223.5133972,Rainy,3602.73999
16.11594009,3600,222.5563049,Cloudy,3602.826904
16.34070015,3600,223.5534973,Windy,3602.437988
15.55558014,3600,220.6903992,Rainy,3602.712891
14.1993103,3600,215.3386993,Sunny,3603.176025
14.42335033,3600,213.0151978,Windy,3603.437012
14.61781979,3600,209.2621002,Cloudy,3603.129883
15.69192028,3600,210.2205963,Windy,3603.054932
16.79972076,3600,211.0164948,Rainy,3602.937012
16.46715927,3600,211.1132965,Sunny,3603.103027
16.2436409,3600,212.3540955,Windy,3602.60791
16.27524948,3600,213.7241974,Cloudy,3602.978027
16.8705101,3600,215.0276031,Rainy,3603.022949
17.34577942,3600,214.2079926,Sunny,3602.897949
17.14312935,3600,213.3784027,Windy,3603.263916
16.7895298,3600,210.4824066,Cloudy,3603.206055
16.72105026,3600,207.0673065,Rainy,3602.885986
16.67675018,3600,207.733902,Rainy,3603.212891
17.20038033,3600,208.2648926,Sunny,3602.851074
16.88022995,3600,208.697998,Sunny,3602.667969
17.00731087,3600,205.5805969,Windy,3602.620117
16.34837914,3600,206.485199,Cloudy,3602.790039
16.66904068,3600,210.3069,Rainy,3602.720947
15.76422977,3600,210.3670959,Rainy,3602.416016
14.9682703,3600,213.6311035,Sunny,3602.407959
14.84514046,3600,215.0265961,Windy,3602.895996
15.21669006,3600,217.7604065,Cloudy,3602.922119
14.12485981,3600,214.8684998,Sunny,3603.248047
12.66466045,3589.38875,215.886795,Windy,3556.468994
12.70098019,3591.105315,219.1018982,Cloudy,3582.718994
12.02363014,3525.57678,212.8506012,Rainy,3447.384033
10.28495979,2956.927451,197.7931976,Rainy,2847.954102
11.53271961,3429.800865,187.7630005,Sunny,3282.812988
15.57427025,3600,191.497406,Windy,3603.108887
17.02457047,3600,195.5187073,Cloudy,3603.070068
15.94528961,3600,194.610199,Rainy,3603.091064
16.68242073,3600,196.7080994,Rainy,3603.113037
17.6578598,3600,194.7501984,Cloudy,3602.936035
17.80068016,3600,193.3565979,Rainy,3602.822021
18.19868088,3600,196.2550049,Cloudy,3602.897949
18.47683907,3600,198.7266998,Windy,3602.791992
18.82958984,3600,197.4020996,Rainy,3602.826904
19.27467918,3600,199.6273041,Sunny,3602.76709
19.54092026,3600,202.5953064,Windy,3602.761963
18.83806992,3600,203.1717987,Cloudy,3602.822021
19.38298035,3600,206.7731934,Windy,3602.50708
18.45158958,3600,205.9915924,Rainy,3602.793945
18.28638077,3600,207.9781952,Sunny,3602.897949
17.75258064,3600,208.5395966,Windy,3602.998047
17.08337975,3600,203.9035034,Cloudy,3603.299072
17.65159035,3600,198.4421997,Sunny,3603.272949
17.74856949,3600,192.418396,Windy,3602.808105
19.16007996,3600,198.1118927,Cloudy,3602.446045
19.65316963,3600,200.3869934,Rainy,3602.4729
19.55555916,3600,202.6508026,Sunny,3602.733887
19.09305954,3600,206.1551056,Windy,3602.850098
17.51721001,3600,205.5391998,Cloudy,3603.376953
16.63740921,3600,209.8860931,Rainy,3603.188965
17.32920074,3600,206.2207031,Rainy,3602.831055
17.5503006,3600,204.9842072,Sunny,3602.522949
18.57761002,3600,204.8457031,Sunny,3602.476074
18.57728958,3600,203.2514038,Windy,3602.673096
19.0035305,3600,203.6889954,Cloudy,3602.520996
18.02383041,3600,208.9172974,Rainy,3602.893066
16.65884018,3600,212.4694061,Rainy,3602.803955
17.24056053,3600,209.1679993,Sunny,3602.831055
16.57407951,3600,208.8822937,Windy,3602.657959
16.53640938,3600,209.1524963,Cloudy,3602.993896
16.10990906,3600,209.6537933,Sunny,3603.250977
16.17727089,3600,211.925293,Windy,3603.125977
16.28370094,3600,207.6703949,Cloudy,3602.612061
16.8478508,3600,207.8533936,Rainy,3602.918945
17.50101089,3600,208.5509033,Rainy,3602.780029
16.61128998,3600,204.4622955,Rainy,3560.87207
17.85605049,3600,206.5426025,Sunny,3461.212891
17.80789948,3600,208.1410065,Windy,3461.298096
18.08267021,3600,204.1779022,Cloudy,3461.740967
17.83568954,3600,199.1923065,Rainy,3461.320068
17.55182076,3600,199.3283997,Rainy,3461.437988
15.90021038,3600,203.9329071,Sunny,3479.12793
18.14801979,3600,207.4741974,Sunny,3468.835938
17.89307022,3600,210.7796936,Windy,3559.436035
18.0709095,3600,211.8567047,Cloudy,3497.709961
16.99654961,3600,214.1880951,Rainy,3509.676025
16.39002037,3600,212.0478973,Rainy,3547.52002
16.41764069,3600,212.8618011,Sunny,3508.937988
14.50131035,3600,212.8834076,Windy,3581.091064
15.13525009,3600,205.6291962,Cloudy,3475.089111
15.80821991,3600,209.9965973,Sunny,3529.738037
17.66674995,3600,214.0326996,Windy,3469.647949
19.30481911,3600,217.6824036,Cloudy,3505.748047
20.6819191,3600,218.6479034,Rainy,3466.145996
19.84314919,3600,219.4822998,Rainy,3467.995117
18.87161064,3600,221.2126007,Sunny,3469.840088
17.93572998,3600,220.3171997,Windy,3486.330078
19.40910912,3600,223.1851044,Cloudy,3465.281982
18.65671921,3600,222.5361938,Rainy,3466.717041
18.41958046,3600,226.2519073,Rainy,3475.590088
18.02773094,3600,225.6006012,Cloudy,3476.849121
16.25873947,3600,227.0993958,Rainy,3489.894043
16.63208008,3600,224.8199005,Cloudy,3487.562012
14.61312008,3600,225.1416931,Windy,3527.047119
15.90332985,3600,219.8287048,Rainy,3488.284912
12.91359997,3597.285205,242.1352997,Sunny,3484.428955
13.62024975,3600,245.3237,Windy,3521.846924
13.39838982,3600,255.0713959,Cloudy,3510.0979
14.67687035,3600,260.765686,Windy,3543.438965
8.849251747,2047.300328,299.5971985,Rainy,1878.557983
4.884496212,308.1229086,309.9953003,Sunny,285.6556091
3.709146023,78.92371926,312.5033875,Windy,81.74162292
4.302465916,181.3179081,316.7724915,Cloudy,116.3637009
4.773499012,282.2433936,335.3067017,Rainy,257.6524048
3.608483076,65.09159075,336.5025024,Sunny,64.14347076
3.509937048,53.12084897,343.199707,Windy,48.35242081
4.179427147,157.0526004,322.5155945,Cloudy,137.5592041
5.273557186,406.1564382,319.6221008,Rainy,395.9359131
4.134768009,148.4344655,342.7419128,Rainy,110.2197037
4.36307621,193.5663212,355.3570862,Sunny,148.9550018
4.298028946,180.4290972,5.398706913,Sunny,173.2527008
4.554071903,233.5334518,8.953462601,Windy,215.8269043
5.727752209,536.966018,346.6802979,Cloudy,507.4908142
5.547708988,482.8295244,2.600922108,Rainy,379.9367065
6.398737907,766.9468964,343.3804016,Rainy,562.2440796
5.349211216,426.650477,356.6817017,Sunny,373.6489868
5.342138767,424.7136821,5.743267059,Windy,360.4880066
4.416197777,204.4691501,5.572756767,Cloudy,222.9855957
6.161272049,679.7582556,23.68806076,Sunny,206.2740021
7.766693115,1399.357081,11.53711033,Windy,982.0479126
5.711150169,531.8421508,17.53356934,Cloudy,494.593689
5.860414982,578.9048989,16.68471909,Rainy,448.1954956
5.762475014,547.7711226,14.33257961,Rainy,411.995697
6.089579105,654.6251253,354.8418884,Sunny,534.300293
5.642549992,510.9571596,4.43447113,Windy,436.3244019
5.385237217,436.5841397,7.954823017,Cloudy,378.1805115
4.83757782,297.0775068,33.00418854,Rainy,84.59654999
4.578092098,238.7146514,21.46430969,Rainy,0
4.750178814,276.9153235,4.18106699,Cloudy,191.6667023
3.8561759,102.0406025,5.410109997,Rainy,87.35472107
3.562956095,59.3681602,27.65671921,Cloudy,24.03959084
2.999368906,0,0.290497214,Windy,4.133257866
3.169384003,23.71556332,14.02194023,Rainy,2.759129047
4.43641901,208.6616605,59.57403183,Sunny,157.2814026
5.249164104,399.6526468,53.29713058,Windy,331.3483887
5.391849995,438.4199286,60.39656067,Cloudy,393.3241882
6.062763214,645.3655132,66.90292358,Windy,545.0355225
6.546649933,824.3597022,59.72941971,Rainy,683.6928711
6.770843983,916.0830863,59.20531845,Sunny,828.6914063
6.270430088,719.0821856,63.7740593,Windy,658.5341797
6.263239861,716.4525596,67.7387085,Cloudy,650.7952271
6.400680065,767.6851529,67.16368103,Sunny,666.9041138
6.087887764,654.0388298,68.21276855,Windy,579.9031982
5.733911991,538.8740571,68.02993774,Cloudy,463.1680908
4.998878956,335.7242444,73.33087921,Rainy,285.3757019
5.226784229,393.7295882,70.58894348,Sunny,324.0181885
4.970376015,328.7551804,79.39199829,Windy,301.5422974
3.650315046,70.64285424,105.884697,Cloudy,45.04854965
3.094788074,19.75200071,90.25982666,Rainy,0.104332797
4.357845783,192.5013784,180.8934937,Rainy,13.95139027
4.065254211,135.2106489,189.6730957,Windy,70.9611969
3.931282997,115.1840976,181.4951019,Cloudy,66.08817291
3.999083042,127.8240114,196.0278015,Rainy,101.6964035
3.90237689,110.0187846,200.4026947,Rainy,91.03897858
3.211409092,26.34059528,203.5227966,Sunny,45.77243042
3.465518951,48.23323798,224.1298065,Windy,66.16014099
4.565941811,236.0893332,208.1166992,Cloudy,194.8294067
4.795628071,287.3338866,208.0614014,Sunny,205.0876007
3.861741066,102.9835273,215.6369019,Windy,112.9586029
5.571963787,489.9417825,113.8524017,Cloudy,365.4089966
5.277925014,407.3263181,113.4978027,Rainy,403.1296082
6.033400059,635.3144517,115.4225998,Rainy,532.5717163
6.059929848,644.3916305,118.9290009,Rainy,530.2600708
6.163267136,680.4655247,119.1996994,Sunny,512.1071777
3.84680891,100.4647116,100.231102,Windy,128.7792969
3.523607016,54.68856904,103.8239975,Cloudy,71.13276672
4.757104874,278.4938721,110.351799,Rainy,230.0341034
6.122141838,665.9724292,118.4555969,Rainy,539.2086182
7.337189198,1175.305885,125.0326004,Sunny,1005.468994
7.221073151,1118.695346,127.0422974,Sunny,950.9257813
7.138381004,1079.519014,132.9067993,Windy,963.9061279
7.995841026,1527.615922,139.566803,Cloudy,1349.562012
9.695781708,2587.967708,141.1781006,Rainy,2261.601074
9.885954857,2719.128649,145.3824005,Rainy,2420.118896
10.09259987,2848.346955,141.1331024,Sunny,2175.667969
9.365732193,2381.918031,142.710907,Windy,1931.124023
8.673606873,1936.079383,147.2411041,Cloudy,1632.715942
7.710018158,1368.56842,148.4541016,Sunny,1213.322998
7.141692162,1081.069966,150.4248962,Windy,950.4154053
7.050607204,1038.933898,152.5590973,Cloudy,929.4074097
8.040685654,1553.381114,148.0915985,Rainy,1244.869995
7.405889988,1209.711887,143.7075958,Rainy,913.2753906
7.661591053,1342.571857,142.457901,Sunny,1048.130981
8.135860443,1608.731647,138.4290924,Windy,1257.708984
8.796007156,2013.407362,136.7093048,Cloudy,1659.43103
8.521636009,1841.352423,137.2046967,Rainy,1533.353027
7.301650047,1157.776588,145.8572998,Rainy,1162.233032
7.296105862,1155.05827,159.930603,Cloudy,1144.612061
7.154341221,1087.008321,163.0444031,Rainy,1023.781982
7.413589954,1213.611502,157.738205,Cloudy,1099.052002
9.098706245,2207.807658,163.0731964,Windy,2064.802002
10.15390968,2884.145129,166.5209961,Rainy,2459.268066
10.12495041,2867.377321,169.3276062,Sunny,2552.564941
10.13788033,2874.895008,171.5926056,Windy,2601.740967
10.33082962,2981.229581,169.482193,Cloudy,2613.336914
10.06731033,2833.248521,164.838501,Windy,2333.740967
11.25879002,3356.360272,165.2926941,Rainy,3062.560059
12.33172035,3564.362965,172.5189056,Sunny,3534.86499
12.07378006,3532.959669,173.5664978,Windy,3460.677979
12.20573997,3550.379927,171.2989044,Cloudy,3296.729004
13.06626034,3600,170.9871063,Rainy,3528.591064
13.68552971,3600,172.5695038,Sunny,3559.177002
14.92039967,3600,173.3401947,Windy,3506.832031
14.56958008,3600,173.1439972,Cloudy,3473.812012
15.09902,3600,172.9631042,Rainy,3485.639893
15.18017006,3600,170.5558929,Rainy,3475.833008
15.57046986,3600,171.2492981,Sunny,3475.366943
15.80113983,3600,173.1483002,Sunny,3461.820068
16.43870926,3600,173.1455994,Windy,3461.62207
16.99657059,3600,175.953598,Cloudy,3461.769043
17.10399055,3600,184.7071991,Rainy,3461.99292
15.8777504,3600,192.221405,Rainy,3462.39209
14.95230961,3600,195.8253937,Sunny,3463.591064
14.75074959,3600,190.527298,Windy,3467.918945
15.39896965,3600,196.0480957,Cloudy,3462.666992
11.95034981,3514.017465,211.6784973,Sunny,3164.541992
8.487541199,1820.316354,206.6994934,Windy,1917.176025
7.731667995,1380.283857,174.4235992,Cloudy,1638.723022
9.145330429,2238.069579,161.5429993,Rainy,2264.960938
9.204820633,2276.778367,156.8997955,Rainy,2045.531982
9.573152542,2496.822976,146.9463043,Sunny,2024.005005
7.801750183,1418.593802,145.6376953,Windy,1256.108032
8.508752823,1833.393874,141.1405945,Cloudy,1474.666992
8.690278053,1946.56057,139.322998,Rainy,1666.661987
8.342553139,1731.836366,142.9427948,Rainy,1609.374023
8.3014431,1707.054166,141.0511932,Cloudy,1535.442993
7.445631027,1229.933954,150.2774963,Rainy,1264.234009
8.842587471,2043.050264,161.0939941,Cloudy,1995.401978
10.48962021,3060.824487,167.8287048,Windy,2797.481934
10.44857025,3040.910522,167.5375977,Rainy,2769.0979
11.59315014,3443.99475,170.4902039,Sunny,3402.608887
11.97004986,3517.215766,173.0839996,Windy,3574.762939
11.9141798,3507.969803,176.729599,Cloudy,3503.974121
13.12928963,3600,179.488205,Windy,3603.691895
14.23208046,3600,179.8789063,Rainy,3578.580078
14.6307497,3600,180.2151947,Sunny,3599.665039
14.12115002,3600,178.9488983,Windy,3588.789063
14.19863033,3600,181.5294037,Cloudy,3580.581055
14.39280033,3600,184.2415924,Sunny,3512.593018
13.6973896,3600,185.5032043,Windy,3563.87793
13.26210022,3600,184.5307007,Cloudy,3537.955078
13.24553967,3600,185.2666931,Rainy,3525.174072
12.56735039,3583.821216,182.5010071,Sunny,3497.865967
12.67881966,3590.08117,182.1817017,Windy,3480.991943
13.23690033,3600,184.1931,Cloudy,3500.150879
11.51214981,3424.807981,186.451004,Rainy,3272.10791
9.770702362,2641.088284,186.6136932,Rainy,2346.089111
10.24470043,2935.101417,187.2801056,Sunny,2691.611084
11.88623047,3503.139904,183.9915924,Sunny,3365.076904
13.38619041,3600,188.4868927,Windy,3488.849121
14.02550983,3600,191.074707,Cloudy,3462.052002
14.29154968,3600,190.5444031,Rainy,3465.304932
13.42129993,3600,186.4075928,Rainy,3482.540039
13.94653988,3600,188.6705017,Sunny,3598.569092
14.95464993,3600,191.1127014,Windy,3602.865967
14.94719982,3600,190.7050934,Cloudy,3602.63208
15.17041016,3600,196.3775024,Sunny,3600.778076
16.90789986,3600,200.2751007,Windy,3602.227051
16.83827972,3600,200.4714966,Cloudy,3602.62207
13.53382015,3600,188.1231995,Rainy,3561.62207
11.57353973,3439.465786,202.6903076,Rainy,3149.61499
10.8064003,3199.717781,218.8648071,Rainy,2833.884033
11.86732006,3499.793943,227.8878937,Sunny,3190.720947
14.07841015,3600,220.281601,Windy,3572.319092
15.8915596,3600,212.1239014,Cloudy,3600.270996
16.23525047,3600,208.2247009,Rainy,3592.177979
17.25798988,3600,205.4105988,Rainy,3484.920898
18.30875969,3600,205.0807953,Sunny,3465.49292
17.46007919,3600,204.8119049,Sunny,3461.062012
16.65851021,3600,206.1741028,Windy,3464.073975
16.0219593,3600,205.3446045,Cloudy,3502.081055
15.75409985,3600,211.4620972,Rainy,3555.958008
15.33961964,3600,206.2281036,Rainy,3478.862061
15.43760014,3600,203.6609039,Sunny,3476.139893
15.89768982,3600,203.7662964,Windy,3467.084961
15.2508297,3600,204.8074036,Cloudy,3576.212891
15.31365967,3600,205.5337982,Sunny,3602.315918
14.97399998,3600,207.8786011,Windy,3601.531982
14.4586401,3600,209.7490997,Cloudy,3580.011963
14.17893028,3600,206.9515991,Rainy,3601.712891
15.82398987,3600,206.790802,Rainy,3599.225098
16.12989044,3600,211.1132965,Sunny,3602.590088
